dataset,network_seed,row_position,subject_id,item_1,item_2,pair_accuracy,error_proportion,displayed_as_error
human,,55,63,A,H,1,0,false
human,,55,63,B,C,0.9,0.1,false
human,,55,63,B,D,1,0,false
human,,55,63,B,E,1,0,false
human,,55,63,B,F,1,0,false
human,,55,63,B,G,1,0,false
human,,55,63,B,H,1,0,false
human,,55,63,C,D,1,0,false
human,,55,63,C,E,1,0,false
human,,55,63,C,F,1,0,false
human,,55,63,C,G,1,0,false
human,,55,63,C,H,1,0,false
human,,55,63,D,E,0,1,true
human,,55,63,D,F,1,0,false
human,,55,63,D,G,0.7,0.3,false
human,,55,63,D,H,0.1,0.9,true
human,,55,63,E,F,1,0,false
human,,55,63,E,G,1,0,false
human,,55,63,E,H,1,0,false
human,,55,63,F,G,0,1,true
human,,55,63,F,H,0,1,true
human,,55,63,G,H,0,1,true
human,,56,64,A,B,1,0,false
human,,56,64,A,C,1,0,false
human,,56,64,A,D,1,0,false
human,,56,64,A,E,0.9,0.1,false
human,,56,64,A,F,1,0,false
human,,56,64,A,G,1,0,false
human,,56,64,A,H,1,0,false
human,,56,64,B,C,1,0,false
human,,56,64,B,D,1,0,false
human,,56,64,B,E,1,0,false
human,,56,64,B,F,1,0,false
human,,56,64,B,G,1,0,false
human,,56,64,B,H,1,0,false
human,,56,64,C,D,0.9,0.1,false
human,,56,64,C,E,0.8,0.2,false
human,,56,64,C,F,0.7,0.3,false
human,,56,64,C,G,1,0,false
human,,56,64,C,H,1,0,false
human,,56,64,D,E,0.7,0.3,false
human,,56,64,D,F,0.6,0.4,false
human,,56,64,D,G,1,0,false
human,,56,64,D,H,1,0,false
human,,56,64,E,F,0.4,0.6,true
human,,56,64,E,G,1,0,false
human,,56,64,E,H,1,0,false
human,,56,64,F,G,1,0,false
human,,56,64,F,H,1,0,false
human,,56,64,G,H,0.9,0.1,false
human,,57,65,A,B,1,0,false
human,,57,65,A,C,1,0,false
human,,57,65,A,D,0.9,0.1,false
human,,57,65,A,E,1,0,false
human,,57,65,A,F,1,0,false
human,,57,65,A,G,1,0,false
human,,57,65,A,H,1,0,false
human,,57,65,B,C,1,0,false
human,,57,65,B,D,1,0,false
human,,57,65,B,E,1,0,false
human,,57,65,B,F,1,0,false
human,,57,65,B,G,1,0,false
human,,57,65,B,H,1,0,false
human,,57,65,C,D,0,1,true
human,,57,65,C,E,0,1,true
human,,57,65,C,F,1,0,false
human,,57,65,C,G,1,0,false
human,,57,65,C,H,1,0,false
human,,57,65,D,E,0,1,true
human,,57,65,D,F,1,0,false
human,,57,65,D,G,1,0,false
human,,57,65,D,H,1,0,false
human,,57,65,E,F,1,0,false
human,,57,65,E,G,1,0,false
human,,57,65,E,H,1,0,false
human,,57,65,F,G,1,0,false
human,,57,65,F,H,1,0,false
human,,57,65,G,H,1,0,false
human,,58,66,A,B,1,0,false
human,,58,66,A,C,1,0,false
human,,58,66,A,D,1,0,false
human,,58,66,A,E,0.9,0.1,false
human,,58,66,A,F,0.9,0.1,false
human,,58,66,A,G,1,0,false
human,,58,66,A,H,1,0,false
human,,58,66,B,C,0.6,0.4,false
human,,58,66,B,D,0,1,true
human,,58,66,B,E,1,0,false
human,,58,66,B,F,0.2,0.8,true
human,,58,66,B,G,0.4,0.6,true
human,,58,66,B,H,0.9,0.1,false
human,,58,66,C,D,0.1,0.9,true
human,,58,66,C,E,1,0,false
human,,58,66,C,F,0,1,true
human,,58,66,C,G,0.3,0.7,true
human,,58,66,C,H,1,0,false
human,,58,66,D,E,1,0,false
human,,58,66,D,F,0.2,0.8,true
human,,58,66,D,G,0.9,0.1,false
human,,58,66,D,H,1,0,false
human,,58,66,E,F,0,1,true
human,,58,66,E,G,0,1,true
human,,58,66,E,H,1,0,false
human,,58,66,F,G,0.9,0.1,false
human,,58,66,F,H,1,0,false
human,,58,66,G,H,1,0,false
human,,59,67,A,B,1,0,false
human,,59,67,A,C,1,0,false
human,,59,67,A,D,1,0,false
human,,59,67,A,E,1,0,false
human,,59,67,A,F,1,0,false
human,,59,67,A,G,1,0,false
human,,59,67,A,H,1,0,false
human,,59,67,B,C,1,0,false
human,,59,67,B,D,0,1,true
human,,59,67,B,E,1,0,false
human,,59,67,B,F,0,1,true
human,,59,67,B,G,0,1,true
human,,59,67,B,H,1,0,false
human,,59,67,C,D,0.1,0.9,true
human,,59,67,C,E,1,0,false
human,,59,67,C,F,0,1,true
human,,59,67,C,G,0,1,true
human,,59,67,C,H,1,0,false
human,,59,67,D,E,1,0,false
human,,59,67,D,F,0.9,0.1,false
human,,59,67,D,G,1,0,false
human,,59,67,D,H,1,0,false
human,,59,67,E,F,0,1,true
human,,59,67,E,G,0,1,true
human,,59,67,E,H,1,0,false
human,,59,67,F,G,1,0,false
human,,59,67,F,H,1,0,false
human,,59,67,G,H,1,0,false
human,,60,68,A,B,0,1,true
human,,60,68,A,C,0,1,true
human,,60,68,A,D,0.1,0.9,true
human,,60,68,A,E,0.4,0.6,true
human,,60,68,A,F,0.9,0.1,false
human,,60,68,A,G,1,0,false
human,,60,68,A,H,0.7,0.3,false
human,,60,68,B,C,0.6,0.4,false
human,,60,68,B,D,1,0,false
human,,60,68,B,E,1,0,false
human,,60,68,B,F,1,0,false
human,,60,68,B,G,1,0,false
human,,60,68,B,H,1,0,false
human,,60,68,C,D,1,0,false
human,,60,68,C,E,1,0,false
human,,60,68,C,F,1,0,false
human,,60,68,C,G,1,0,false
human,,60,68,C,H,1,0,false
human,,60,68,D,E,0.4,0.6,true
human,,60,68,D,F,1,0,false
human,,60,68,D,G,1,0,false
human,,60,68,D,H,0.9,0.1,false
human,,60,68,E,F,1,0,false
human,,60,68,E,G,0.9,0.1,false
human,,60,68,E,H,0.8,0.2,false
human,,60,68,F,G,0.6,0.4,false
human,,60,68,F,H,0,1,true
human,,60,68,G,H,0.1,0.9,true
human,,61,69,A,B,1,0,false
human,,61,69,A,C,1,0,false
human,,61,69,A,D,1,0,false
human,,61,69,A,E,1,0,false
human,,61,69,A,F,1,0,false
human,,61,69,A,G,1,0,false
human,,61,69,A,H,1,0,false
human,,61,69,B,C,1,0,false
human,,61,69,B,D,1,0,false
human,,61,69,B,E,1,0,false
human,,61,69,B,F,0.9,0.1,false
human,,61,69,B,G,0.9,0.1,false
human,,61,69,B,H,1,0,false
human,,61,69,C,D,0.8,0.2,false
human,,61,69,C,E,0.9,0.1,false
human,,61,69,C,F,0.7,0.3,false
human,,61,69,C,G,0.9,0.1,false
human,,61,69,C,H,1,0,false
human,,61,69,D,E,1,0,false
human,,61,69,D,F,0.6,0.4,false
human,,61,69,D,G,0.8,0.2,false
human,,61,69,D,H,1,0,false
human,,61,69,E,F,0.2,0.8,true
human,,61,69,E,G,0.3,0.7,true
human,,61,69,E,H,1,0,false
human,,61,69,F,G,0.8,0.2,false
human,,61,69,F,H,0.9,0.1,false
human,,61,69,G,H,1,0,false
human,,62,71,A,B,0.9,0.1,false
human,,62,71,A,C,1,0,false
human,,62,71,A,D,1,0,false
human,,62,71,A,E,0.8,0.2,false
human,,62,71,A,F,1,0,false
human,,62,71,A,G,1,0,false
human,,62,71,A,H,1,0,false
human,,62,71,B,C,1,0,false
human,,62,71,B,D,0.7,0.3,false
human,,62,71,B,E,0.6,0.4,false
human,,62,71,B,F,0.2,0.8,true
human,,62,71,B,G,1,0,false
human,,62,71,B,H,1,0,false
human,,62,71,C,D,0.4,0.6,true
human,,62,71,C,E,0.1,0.9,true
human,,62,71,C,F,0.3,0.7,true
human,,62,71,C,G,1,0,false
human,,62,71,C,H,0.7,0.3,false
human,,62,71,D,E,0.2,0.8,true
human,,62,71,D,F,0,1,true
human,,62,71,D,G,0.9,0.1,false
human,,62,71,D,H,0.9,0.1,false
human,,62,71,E,F,0.3,0.7,true
human,,62,71,E,G,0.9,0.1,false
human,,62,71,E,H,1,0,false
human,,62,71,F,G,0.9,0.1,false
human,,62,71,F,H,1,0,false
human,,62,71,G,H,0.1,0.9,true
human,,63,72,A,B,0.9,0.1,false
human,,63,72,A,C,1,0,false
human,,63,72,A,D,1,0,false
human,,63,72,A,E,1,0,false
human,,63,72,A,F,0.5,0.5,true
human,,63,72,A,G,0.2,0.8,true
human,,63,72,A,H,1,0,false
human,,63,72,B,C,0.8,0.2,false
human,,63,72,B,D,1,0,false
human,,63,72,B,E,1,0,false
human,,63,72,B,F,0.1,0.9,true
human,,63,72,B,G,0.1,0.9,true
human,,63,72,B,H,1,0,false
human,,63,72,C,D,0,1,true
human,,63,72,C,E,1,0,false
human,,63,72,C,F,0,1,true
human,,63,72,C,G,0,1,true
human,,63,72,C,H,1,0,false
human,,63,72,D,E,1,0,false
human,,63,72,D,F,0.1,0.9,true
human,,63,72,D,G,0,1,true
human,,63,72,D,H,1,0,false
human,,63,72,E,F,0,1,true
human,,63,72,E,G,0,1,true
human,,63,72,E,H,1,0,false
human,,63,72,F,G,0,1,true
human,,63,72,F,H,1,0,false
human,,63,72,G,H,1,0,false
human,,64,73,A,B,0.9,0.1,false
human,,64,73,A,C,1,0,false
human,,64,73,A,D,0.9,0.1,false
human,,64,73,A,E,1,0,false
human,,64,73,A,F,1,0,false
human,,64,73,A,G,1,0,false
human,,64,73,A,H,1,0,false
human,,64,73,B,C,0.9,0.1,false
human,,64,73,B,D,0.9,0.1,false
human,,64,73,B,E,1,0,false
human,,64,73,B,F,1,0,false
human,,64,73,B,G,1,0,false
human,,64,73,B,H,1,0,false
human,,64,73,C,D,0.9,0.1,false
human,,64,73,C,E,1,0,false
human,,64,73,C,F,1,0,false
human,,64,73,C,G,1,0,false
human,,64,73,C,H,1,0,false
human,,64,73,D,E,1,0,false
human,,64,73,D,F,0.9,0.1,false
human,,64,73,D,G,0.9,0.1,false
human,,64,73,D,H,1,0,false
human,,64,73,E,F,0.1,0.9,true
human,,64,73,E,G,0.5,0.5,true
human,,64,73,E,H,1,0,false
human,,64,73,F,G,1,0,false
human,,64,73,F,H,1,0,false
human,,64,73,G,H,0.9,0.1,false
human,,65,74,A,B,1,0,false
human,,65,74,A,C,1,0,false
human,,65,74,A,D,1,0,false
human,,65,74,A,E,1,0,false
human,,65,74,A,F,1,0,false
human,,65,74,A,G,1,0,false
human,,65,74,A,H,1,0,false
human,,65,74,B,C,1,0,false
human,,65,74,B,D,1,0,false
human,,65,74,B,E,1,0,false
human,,65,74,B,F,1,0,false
human,,65,74,B,G,0.8,0.2,false
human,,65,74,B,H,1,0,false
human,,65,74,C,D,0.8,0.2,false
human,,65,74,C,E,1,0,false
human,,65,74,C,F,1,0,false
human,,65,74,C,G,0,1,true
human,,65,74,C,H,1,0,false
human,,65,74,D,E,1,0,false
human,,65,74,D,F,0.9,0.1,false
human,,65,74,D,G,0.1,0.9,true
human,,65,74,D,H,1,0,false
human,,65,74,E,F,0.1,0.9,true
human,,65,74,E,G,0,1,true
human,,65,74,E,H,1,0,false
human,,65,74,F,G,0,1,true
human,,65,74,F,H,1,0,false
human,,65,74,G,H,1,0,false
human,,66,75,A,B,0.9,0.1,false
human,,66,75,A,C,1,0,false
human,,66,75,A,D,1,0,false
human,,66,75,A,E,1,0,false
human,,66,75,A,F,1,0,false
human,,66,75,A,G,1,0,false
human,,66,75,A,H,1,0,false
human,,66,75,B,C,1,0,false
human,,66,75,B,D,1,0,false
human,,66,75,B,E,1,0,false
human,,66,75,B,F,1,0,false
human,,66,75,B,G,1,0,false
human,,66,75,B,H,1,0,false
human,,66,75,C,D,1,0,false
human,,66,75,C,E,1,0,false
human,,66,75,C,F,1,0,false
human,,66,75,C,G,1,0,false
human,,66,75,C,H,1,0,false
human,,66,75,D,E,1,0,false
human,,66,75,D,F,1,0,false
human,,66,75,D,G,1,0,false
human,,66,75,D,H,1,0,false
human,,66,75,E,F,0,1,true
human,,66,75,E,G,1,0,false
human,,66,75,E,H,1,0,false
human,,66,75,F,G,0.9,0.1,false
human,,66,75,F,H,1,0,false
human,,66,75,G,H,1,0,false
human,,67,76,A,B,0.9,0.1,false
human,,67,76,A,C,0.9,0.1,false
human,,67,76,A,D,0.9,0.1,false
human,,67,76,A,E,1,0,false
human,,67,76,A,F,1,0,false
human,,67,76,A,G,1,0,false
human,,67,76,A,H,1,0,false
human,,67,76,B,C,0.8,0.2,false
human,,67,76,B,D,0.8,0.2,false
human,,67,76,B,E,1,0,false
human,,67,76,B,F,1,0,false
human,,67,76,B,G,0.9,0.1,false
human,,67,76,B,H,0.9,0.1,false
human,,67,76,C,D,0.7,0.3,false
human,,67,76,C,E,0.7,0.3,false
human,,67,76,C,F,0.8,0.2,false
human,,67,76,C,G,0.9,0.1,false
human,,67,76,C,H,0.9,0.1,false
human,,67,76,D,E,0.6,0.4,false
human,,67,76,D,F,1,0,false
human,,67,76,D,G,0.6,0.4,false
human,,67,76,D,H,0.9,0.1,false
human,,67,76,E,F,1,0,false
human,,67,76,E,G,0.1,0.9,true
human,,67,76,E,H,0.8,0.2,false
human,,67,76,F,G,0,1,true
human,,67,76,F,H,0.1,0.9,true
human,,67,76,G,H,0.6,0.4,false
human,,68,77,A,B,0,1,true
human,,68,77,A,C,0.1,0.9,true
human,,68,77,A,D,1,0,false
human,,68,77,A,E,0,1,true
human,,68,77,A,F,1,0,false
human,,68,77,A,G,1,0,false
human,,68,77,A,H,1,0,false
human,,68,77,B,C,1,0,false
human,,68,77,B,D,1,0,false
human,,68,77,B,E,1,0,false
human,,68,77,B,F,1,0,false
human,,68,77,B,G,1,0,false
human,,68,77,B,H,1,0,false
human,,68,77,C,D,1,0,false
human,,68,77,C,E,1,0,false
human,,68,77,C,F,1,0,false
human,,68,77,C,G,1,0,false
human,,68,77,C,H,1,0,false
human,,68,77,D,E,0,1,true
human,,68,77,D,F,1,0,false
human,,68,77,D,G,1,0,false
human,,68,77,D,H,1,0,false
human,,68,77,E,F,1,0,false
human,,68,77,E,G,1,0,false
human,,68,77,E,H,1,0,false
human,,68,77,F,G,0,1,true
human,,68,77,F,H,1,0,false
human,,68,77,G,H,1,0,false
2104,2104,0,1,A,B,0,1,true
2104,2104,0,1,A,C,0,1,true
2104,2104,0,1,A,D,0,1,true
2104,2104,0,1,A,E,0,1,true
2104,2104,0,1,A,F,0,1,true
2104,2104,0,1,A,G,0.8,0.2,false
2104,2104,0,1,A,H,0.9,0.1,false
2104,2104,0,1,B,C,0.9,0.1,false
2104,2104,0,1,B,D,0.6,0.4,false
2104,2104,0,1,B,E,1,0,false
2104,2104,0,1,B,F,1,0,false
2104,2104,0,1,B,G,1,0,false
2104,2104,0,1,B,H,1,0,false
2104,2104,0,1,C,D,0,1,true
2104,2104,0,1,C,E,1,0,false
2104,2104,0,1,C,F,1,0,false
2104,2104,0,1,C,G,1,0,false
2104,2104,0,1,C,H,1,0,false
2104,2104,0,1,D,E,1,0,false
2104,2104,0,1,D,F,1,0,false
2104,2104,0,1,D,G,1,0,false
2104,2104,0,1,D,H,1,0,false
2104,2104,0,1,E,F,0,1,true
2104,2104,0,1,E,G,1,0,false
2104,2104,0,1,E,H,1,0,false
2104,2104,0,1,F,G,1,0,false
2104,2104,0,1,F,H,1,0,false
2104,2104,0,1,G,H,0.8,0.2,false
2104,2104,1,2,A,B,0.5,0.5,true
2104,2104,1,2,A,C,1,0,false
2104,2104,1,2,A,D,1,0,false
2104,2104,1,2,A,E,1,0,false
2104,2104,1,2,A,F,1,0,false
2104,2104,1,2,A,G,1,0,false
2104,2104,1,2,A,H,1,0,false
2104,2104,1,2,B,C,1,0,false
2104,2104,1,2,B,D,1,0,false
2104,2104,1,2,B,E,1,0,false
2104,2104,1,2,B,F,1,0,false
2104,2104,1,2,B,G,1,0,false
2104,2104,1,2,B,H,1,0,false
2104,2104,1,2,C,D,1,0,false
2104,2104,1,2,C,E,0.3,0.7,true
2104,2104,1,2,C,F,1,0,false
2104,2104,1,2,C,G,1,0,false
2104,2104,1,2,C,H,0.5,0.5,true
2104,2104,1,2,D,E,0,1,true
2104,2104,1,2,D,F,1,0,false
2104,2104,1,2,D,G,0.6,0.4,false
2104,2104,1,2,D,H,0.3,0.7,true
2104,2104,1,2,E,F,1,0,false
2104,2104,1,2,E,G,0.9,0.1,false
2104,2104,1,2,E,H,0.8,0.2,false
2104,2104,1,2,F,G,0,1,true
2104,2104,1,2,F,H,0,1,true
2104,2104,1,2,G,H,0.1,0.9,true
2104,2104,2,3,A,B,0.7,0.3,false
2104,2104,2,3,A,C,1,0,false
2104,2104,2,3,A,D,0.3,0.7,true
2104,2104,2,3,A,E,1,0,false
2104,2104,2,3,A,F,1,0,false
2104,2104,2,3,A,G,1,0,false
2104,2104,2,3,A,H,1,0,false
2104,2104,2,3,B,C,0.8,0.2,false
2104,2104,2,3,B,D,0.9,0.1,false
2104,2104,2,3,B,E,1,0,false
2104,2104,2,3,B,F,1,0,false
2104,2104,2,3,B,G,1,0,false
2104,2104,2,3,B,H,1,0,false
2104,2104,2,3,C,D,0.4,0.6,true
2104,2104,2,3,C,E,1,0,false
2104,2104,2,3,C,F,0.8,0.2,false
2104,2104,2,3,C,G,1,0,false
2104,2104,2,3,C,H,1,0,false
2104,2104,2,3,D,E,0.9,0.1,false
2104,2104,2,3,D,F,0.8,0.2,false
2104,2104,2,3,D,G,1,0,false
2104,2104,2,3,D,H,1,0,false
2104,2104,2,3,E,F,0,1,true
2104,2104,2,3,E,G,0.3,0.7,true
2104,2104,2,3,E,H,1,0,false
2104,2104,2,3,F,G,1,0,false
2104,2104,2,3,F,H,1,0,false
2104,2104,2,3,G,H,1,0,false
2104,2104,3,4,A,B,1,0,false
2104,2104,3,4,A,C,1,0,false
2104,2104,3,4,A,D,1,0,false
2104,2104,3,4,A,E,1,0,false
2104,2104,3,4,A,F,1,0,false
2104,2104,3,4,A,G,1,0,false
2104,2104,3,4,A,H,1,0,false
2104,2104,3,4,B,C,1,0,false
2104,2104,3,4,B,D,1,0,false
2104,2104,3,4,B,E,1,0,false
2104,2104,3,4,B,F,1,0,false
2104,2104,3,4,B,G,1,0,false
2104,2104,3,4,B,H,1,0,false
2104,2104,3,4,C,D,0.8,0.2,false
2104,2104,3,4,C,E,1,0,false
2104,2104,3,4,C,F,1,0,false
2104,2104,3,4,C,G,1,0,false
2104,2104,3,4,C,H,1,0,false
2104,2104,3,4,D,E,1,0,false
2104,2104,3,4,D,F,1,0,false
2104,2104,3,4,D,G,1,0,false
2104,2104,3,4,D,H,1,0,false
2104,2104,3,4,E,F,0,1,true
2104,2104,3,4,E,G,1,0,false
2104,2104,3,4,E,H,1,0,false
2104,2104,3,4,F,G,1,0,false
2104,2104,3,4,F,H,0.9,0.1,false
2104,2104,3,4,G,H,0,1,true
2104,2104,4,5,A,B,1,0,false
2104,2104,4,5,A,C,1,0,false
2104,2104,4,5,A,D,1,0,false
2104,2104,4,5,A,E,1,0,false
2104,2104,4,5,A,F,1,0,false
2104,2104,4,5,A,G,1,0,false
2104,2104,4,5,A,H,1,0,false
2104,2104,4,5,B,C,0.7,0.3,false
2104,2104,4,5,B,D,0.4,0.6,true
2104,2104,4,5,B,E,1,0,false
2104,2104,4,5,B,F,1,0,false
2104,2104,4,5,B,G,0.9,0.1,false
2104,2104,4,5,B,H,1,0,false
2104,2104,4,5,C,D,0.5,0.5,true
2104,2104,4,5,C,E,1,0,false
2104,2104,4,5,C,F,1,0,false
2104,2104,4,5,C,G,1,0,false
2104,2104,4,5,C,H,1,0,false
2104,2104,4,5,D,E,0.9,0.1,false
2104,2104,4,5,D,F,1,0,false
2104,2104,4,5,D,G,1,0,false
2104,2104,4,5,D,H,1,0,false
2104,2104,4,5,E,F,1,0,false
2104,2104,4,5,E,G,0.9,0.1,false
2104,2104,4,5,E,H,1,0,false
2104,2104,4,5,F,G,0.3,0.7,true
2104,2104,4,5,F,H,1,0,false
2104,2104,4,5,G,H,1,0,false
2104,2104,5,6,A,B,0.7,0.3,false
2104,2104,5,6,A,C,1,0,false
2104,2104,5,6,A,D,0.9,0.1,false
2104,2104,5,6,A,E,1,0,false
2104,2104,5,6,A,F,0.8,0.2,false
2104,2104,5,6,A,G,1,0,false
2104,2104,5,6,A,H,1,0,false
2104,2104,5,6,B,C,1,0,false
2104,2104,5,6,B,D,0.8,0.2,false
2104,2104,5,6,B,E,1,0,false
2104,2104,5,6,B,F,1,0,false
2104,2104,5,6,B,G,1,0,false
2104,2104,5,6,B,H,1,0,false
2104,2104,5,6,C,D,0,1,true
2104,2104,5,6,C,E,0.9,0.1,false
2104,2104,5,6,C,F,0,1,true
2104,2104,5,6,C,G,0.4,0.6,true
2104,2104,5,6,C,H,1,0,false
2104,2104,5,6,D,E,1,0,false
2104,2104,5,6,D,F,0.7,0.3,false
2104,2104,5,6,D,G,1,0,false
2104,2104,5,6,D,H,1,0,false
2104,2104,5,6,E,F,0,1,true
2104,2104,5,6,E,G,0,1,true
2104,2104,5,6,E,H,1,0,false
2104,2104,5,6,F,G,1,0,false
2104,2104,5,6,F,H,1,0,false
2104,2104,5,6,G,H,1,0,false
2104,2104,6,7,A,B,1,0,false
2104,2104,6,7,A,C,1,0,false
2104,2104,6,7,A,D,1,0,false
2104,2104,6,7,A,E,1,0,false
2104,2104,6,7,A,F,1,0,false
2104,2104,6,7,A,G,1,0,false
2104,2104,6,7,A,H,1,0,false
2104,2104,6,7,B,C,1,0,false
2104,2104,6,7,B,D,1,0,false
2104,2104,6,7,B,E,1,0,false
2104,2104,6,7,B,F,1,0,false
2104,2104,6,7,B,G,1,0,false
2104,2104,6,7,B,H,1,0,false
2104,2104,6,7,C,D,0.4,0.6,true
2104,2104,6,7,C,E,0,1,true
2104,2104,6,7,C,F,1,0,false
2104,2104,6,7,C,G,1,0,false
2104,2104,6,7,C,H,1,0,false
2104,2104,6,7,D,E,0,1,true
2104,2104,6,7,D,F,1,0,false
2104,2104,6,7,D,G,1,0,false
2104,2104,6,7,D,H,1,0,false
2104,2104,6,7,E,F,1,0,false
2104,2104,6,7,E,G,1,0,false
2104,2104,6,7,E,H,1,0,false
2104,2104,6,7,F,G,0,1,true
2104,2104,6,7,F,H,0.8,0.2,false
2104,2104,6,7,G,H,1,0,false
2104,2104,7,8,A,B,1,0,false
2104,2104,7,8,A,C,1,0,false
2104,2104,7,8,A,D,1,0,false
2104,2104,7,8,A,E,1,0,false
2104,2104,7,8,A,F,1,0,false
2104,2104,7,8,A,G,1,0,false
2104,2104,7,8,A,H,1,0,false
2104,2104,7,8,B,C,1,0,false
2104,2104,7,8,B,D,1,0,false
2104,2104,7,8,B,E,1,0,false
2104,2104,7,8,B,F,1,0,false
2104,2104,7,8,B,G,1,0,false
2104,2104,7,8,B,H,1,0,false
2104,2104,7,8,C,D,1,0,false
2104,2104,7,8,C,E,1,0,false
2104,2104,7,8,C,F,1,0,false
2104,2104,7,8,C,G,1,0,false
2104,2104,7,8,C,H,1,0,false
2104,2104,7,8,D,E,0.9,0.1,false
2104,2104,7,8,D,F,1,0,false
2104,2104,7,8,D,G,1,0,false
2104,2104,7,8,D,H,0.9,0.1,false
2104,2104,7,8,E,F,0.6,0.4,false
2104,2104,7,8,E,G,1,0,false
2104,2104,7,8,E,H,0.5,0.5,true
2104,2104,7,8,F,G,0.9,0.1,false
2104,2104,7,8,F,H,0,1,true
2104,2104,7,8,G,H,0.1,0.9,true
2104,2104,8,9,A,B,0,1,true
2104,2104,8,9,A,C,0.2,0.8,true
2104,2104,8,9,A,D,0,1,true
2104,2104,8,9,A,E,0.9,0.1,false
2104,2104,8,9,A,F,0.9,0.1,false
2104,2104,8,9,A,G,0.7,0.3,false
2104,2104,8,9,A,H,0.9,0.1,false
2104,2104,8,9,B,C,1,0,false
2104,2104,8,9,B,D,0.2,0.8,true
2104,2104,8,9,B,E,1,0,false
2104,2104,8,9,B,F,1,0,false
2104,2104,8,9,B,G,1,0,false
2104,2104,8,9,B,H,1,0,false
2104,2104,8,9,C,D,0,1,true
2104,2104,8,9,C,E,0.8,0.2,false
2104,2104,8,9,C,F,0.6,0.4,false
2104,2104,8,9,C,G,0.8,0.2,false
2104,2104,8,9,C,H,0.6,0.4,false
2104,2104,8,9,D,E,1,0,false
2104,2104,8,9,D,F,1,0,false
2104,2104,8,9,D,G,1,0,false
2104,2104,8,9,D,H,1,0,false
2104,2104,8,9,E,F,0.1,0.9,true
2104,2104,8,9,E,G,0.1,0.9,true
2104,2104,8,9,E,H,0,1,true
2104,2104,8,9,F,G,0.7,0.3,false
2104,2104,8,9,F,H,0.5,0.5,true
2104,2104,8,9,G,H,0.2,0.8,true
2104,2104,9,10,A,B,0,1,true
2104,2104,9,10,A,C,0,1,true
2104,2104,9,10,A,D,0.1,0.9,true
2104,2104,9,10,A,E,0.4,0.6,true
2104,2104,9,10,A,F,0,1,true
2104,2104,9,10,A,G,0.7,0.3,false
2104,2104,9,10,A,H,1,0,false
2104,2104,9,10,B,C,0.8,0.2,false
2104,2104,9,10,B,D,0.9,0.1,false
2104,2104,9,10,B,E,1,0,false
2104,2104,9,10,B,F,1,0,false
2104,2104,9,10,B,G,1,0,false
2104,2104,9,10,B,H,1,0,false
2104,2104,9,10,C,D,1,0,false
2104,2104,9,10,C,E,1,0,false
2104,2104,9,10,C,F,0.3,0.7,true
2104,2104,9,10,C,G,1,0,false
2104,2104,9,10,C,H,1,0,false
2104,2104,9,10,D,E,0.7,0.3,false
2104,2104,9,10,D,F,0.3,0.7,true
2104,2104,9,10,D,G,1,0,false
2104,2104,9,10,D,H,1,0,false
2104,2104,9,10,E,F,0,1,true
2104,2104,9,10,E,G,0.9,0.1,false
2104,2104,9,10,E,H,1,0,false
2104,2104,9,10,F,G,1,0,false
2104,2104,9,10,F,H,1,0,false
2104,2104,9,10,G,H,0.8,0.2,false
2104,2104,10,11,A,B,1,0,false
2104,2104,10,11,A,C,1,0,false
2104,2104,10,11,A,D,1,0,false
2104,2104,10,11,A,E,1,0,false
2104,2104,10,11,A,F,1,0,false
2104,2104,10,11,A,G,1,0,false
2104,2104,10,11,A,H,1,0,false
2104,2104,10,11,B,C,0.8,0.2,false
2104,2104,10,11,B,D,1,0,false
2104,2104,10,11,B,E,1,0,false
2104,2104,10,11,B,F,1,0,false
2104,2104,10,11,B,G,1,0,false
2104,2104,10,11,B,H,1,0,false
2104,2104,10,11,C,D,1,0,false
2104,2104,10,11,C,E,0.9,0.1,false
2104,2104,10,11,C,F,1,0,false
2104,2104,10,11,C,G,1,0,false
2104,2104,10,11,C,H,1,0,false
2104,2104,10,11,D,E,0.4,0.6,true
2104,2104,10,11,D,F,1,0,false
2104,2104,10,11,D,G,1,0,false
2104,2104,10,11,D,H,0.5,0.5,true
2104,2104,10,11,E,F,0.8,0.2,false
2104,2104,10,11,E,G,1,0,false
2104,2104,10,11,E,H,1,0,false
2104,2104,10,11,F,G,1,0,false
2104,2104,10,11,F,H,0.8,0.2,false
2104,2104,10,11,G,H,0,1,true
2104,2104,11,12,A,B,0.9,0.1,false
2104,2104,11,12,A,C,1,0,false
2104,2104,11,12,A,D,1,0,false
2104,2104,11,12,A,E,1,0,false
2104,2104,11,12,A,F,1,0,false
2104,2104,11,12,A,G,1,0,false
2104,2104,11,12,A,H,1,0,false
2104,2104,11,12,B,C,0.7,0.3,false
2104,2104,11,12,B,D,1,0,false
2104,2104,11,12,B,E,1,0,false
2104,2104,11,12,B,F,1,0,false
2104,2104,11,12,B,G,1,0,false
2104,2104,11,12,B,H,1,0,false
2104,2104,11,12,C,D,1,0,false
2104,2104,11,12,C,E,1,0,false
2104,2104,11,12,C,F,1,0,false
2104,2104,11,12,C,G,1,0,false
2104,2104,11,12,C,H,1,0,false
2104,2104,11,12,D,E,0.1,0.9,true
2104,2104,11,12,D,F,1,0,false
2104,2104,11,12,D,G,1,0,false
2104,2104,11,12,D,H,1,0,false
2104,2104,11,12,E,F,0.8,0.2,false
